Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Zielone budownictwo,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Geosyntetyki i materiały w budownictwie<br><strong>Mb1</strong> - Materiały budowlane 1,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Materiały nowej generacji - przedmiot obieralny,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Systemy inteligentne w budownictwie,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Materiały budowlane 2,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Zielona infrastruktura,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Geosyntetyki i materiały w budownictwie<br><strong>Mb1</strong> - Materiały budowlane 1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Mb1,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Zielone budownictwo,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Geosyntetyki i materiały w budownictwie<br><strong>Mb1</strong> - Materiały budowlane 1,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Zpb,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Zarządzanie ryzykiem w budownictwie,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Technologia robót budowlanych,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Organizacja produkcji budowlanej,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Wycena nieruchomości<br><strong>Zpb</strong> - Zarządzanie przedsięwzięciami budowlanymi,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Technologia betonu,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Zpb,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Technologia robót budowlanych,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Gwóźdź-Lasoń,Wycena nieruchomości<br><strong>Zpb</strong> - Zarządzanie przedsięwzięciami budowlanymi,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Prawo kontraktowe,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Elementy prawa i ochrony własnosci intelektualnej,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Ekonomika budownictwa,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Ochrona własności intelektualnej,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Kierowanie procesem inwestycyjnym,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Ekonomika budownictwa,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Rachunek ekonomiczny w inżynierii środowiska,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Rachunek ekonomiczny w inżynierii środowiska,ćw,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Podstawy prawa i ochrona własności intelektualnych,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Instrumenty ekonomiczne w ochronie środowiska,ćw,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Instrumenty ekonomiczne w ochronie środowiska,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Andrzej Harat,Tworzenie i rozwój form przedsiębiorczości,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Ewa Jachniak,Biologia i ekologia ogólna,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Ewa Jachniak,Synantropizacja układów przyrodniczych,ćw,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Andrzej Jaguś,Gleboznawstwo i ochrona gleb,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Andrzej Jaguś,Gleboznawstwo i ochrona gleb,lab,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Andrzej Jaguś,Ujęcia wód powierzchniowych i podziemnych<hr>C112 - laboratorium biologii środowiska,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Andrzej Jaguś,Ujęcia wód powierzchniowych i podziemnych<hr>C112 - laboratorium biologii środowiska,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anita Jendroszczyk,Instalacje i konstrukcje sanitarne,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anita Jendroszczyk,Sieci i instalacje sanitarne<br><strong>Siis</strong> (Sobota 08:00-09:30) - Sieci i instalacje sanitarne,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anita Jendroszczyk,Sieci i instalacje sanitarne<br><strong>Siis</strong> (Sobota 08:00-09:30) - Sieci i instalacje sanitarne,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anita Jendroszczyk,Tech. i organizacja robót instlacyjnych,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Juraszek,Seminarium dyplomowe,sem,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Juraszek,Wytrzymałość materiałów 1,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Juraszek,Metody obliczeniowe,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anna Juzwa,Zielona infrastruktura,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anna Juzwa,Zielone budownictwo,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anna Juzwa,Fundamenty specjalne,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anna Juzwa,Zielona infrastruktura,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anna Juzwa,Zielone budownictwo,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Anna Juzwa,Mechanika gruntów,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",Vacat 1 KB,Konstrukcje betonowe 1,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",Vacat 1 KB,Konstrukcje betonowe 1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",Vacat 1 KB,Złożone konstrukcje betonowe 1<hr>C38 - oprócz laboratoriów magą być prowadzone zajecia projektowe lub ćw. audytoryjne,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Katarzyna Kobiela-Mendrek,Ergonomia i BHP,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Katarzyna Kobiela-Mendrek,Prawo pracy i kontrola warunków pracy,ćw,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Katarzyna Kobiela-Mendrek,Niezawodność i bezpieczeństwo systemów inż.,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Katarzyna Kobiela-Mendrek,Prawo pracy i kontrola warunków pracy,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Katarzyna Kobiela-Mendrek,Podstawy metrologii,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Marek Kowolik,Metody obliczeniowe,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Marek Kowolik,Złożone konstrukcje metalowe 1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Marek Kowolik,Konstrukcje metalowe 2,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Marek Kowolik,Rysunek techniczny,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Systemy informacji przestrzennej,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Meteorologia i klimatologia,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Planowanie przestrzenne,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Systemy informacji przestrzennej,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Meteorologia i klimatologia,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Fotografia w technikach inżynierskich - przedmiot humanistyczny/społeczny do wyboru 1,ćw,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Janusz Kozak,Melioracje,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Mariusz Kuglarz,Systemy oczyszczania ścieków,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Mariusz Kuglarz,Gospodarka odpadami,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Mariusz Kuglarz,Urządzenia do oczyszczania wody i ścieków,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Mariusz Kuglarz,Gospodarka o obiegu zamkniętym,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Mariusz Kuglarz,Gospodarka o obiegu zamkniętym,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Mariusz Kuglarz,Metody kontrolii wód i ścieków,lab,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Tomasz Kukulski,Fizyka 2,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Tomasz Kukulski,Fizyka,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Alicja Machnicka,Biotechnologia wody i ścieków,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Alicja Machnicka,Seminarium dyplomowe,sem,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Alicja Machnicka,Badania jakościowe wody użytkowej,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Gospodarka i ochrona wód,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydrologia,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Zarządzanie wodą w mieście,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Gospodarka i ochrona wód,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydrologia,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydraulika i hydrologia,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Budowle hydrotechniczne - przedmiot obieralny 2,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Budowle hydrotechniczne - przedmiot obieralny 2,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydraulika i hydrologia,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydrologia i gospodarka wodna,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydrologia i gospodarka wodna,lab,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marek Madzia,Hydrologia i gospodarka wodna,proj,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Krzysztof Michalski,Organizacja i zarządzanie nowoczesnym przedsiębiorstwem wodno-kanalizacyjnym - przedmiot human./społ. 3,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Bożena Mrowiec,Monitoring środowiska,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Bożena Mrowiec,Technologia wody i ścieków,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Bożena Mrowiec,Systemy oczyszczania ścieków,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Bożena Mrowiec,Metody kontrolii wód i ścieków,ćw,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Bożena Mrowiec,Monitoring środowiska,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Bożena Mrowiec,Metody kontrolii wód i ścieków,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Giang Nguyen,Fundamenty specjalne,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Giang Nguyen,Mechanika gruntów,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Ewa Pietraszko,Ocena oddziaływania na środowisko<br><strong>Przeniesienie zajęć Oonś z godz.: 11:30 09.03</strong> - Przeniesienie zajęć Oonś z godz.: 11:30 09.03<br><strong>Rt</strong> - Rysunek techniczny,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Ewa Pietraszko,Biotechnologia wody i ścieków,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Ewa Pietraszko,Chemia środowiska,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Ewa Pietraszko,Rt,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Lucyna Przywara,Technologie proekologiczne,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Lucyna Przywara,Technologie proekologiczne,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Lucyna Przywara,Technologia wody i ścieków,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Lucyna Przywara,Niezawodność i bezpieczeństwo systemów inż.,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Rom,Sztuka wypowiedzi - przedmiot human./społ. 1,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Rom,Biomimetics,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Rom,Biomimetics,lab,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Zkb1,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Konstrukcje metalowe 1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Grafika inżynierska z elementami CAD,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Konstrukcje betonowe 1,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Zkb1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Konstrukcje prefabrykowane i sprężone<br><strong>Zkb1</strong> - Złożone konstrukcje betonowe 1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Konstrukcje betonowe 1,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Konstrukcje prefabrykowane i sprężone<br><strong>Zkb1</strong> - Złożone konstrukcje betonowe 1,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Roman Siry,Konstrukcje drewniane,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Ewa Suchanek-Gabzdyl,Grafika inżynierska z elementami CAD,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Ewa Suchanek-Gabzdyl,Zarządzanie wodą w mieście,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Ewa Suchanek-Gabzdyl,Planowanie przestrzenne,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Hubert Walusiak,Grafika inżynierska z elementami CAD,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Hubert Walusiak,Prototypowanie 3D w budownictwie,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Hubert Walusiak,Architektura obiektów wielkogabarytowych - przedmiot human./społ. 2,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Hubert Walusiak,Architektura dużej i małej skali - przedmiot human./społ.3,wyk,Bud
