Wydział,Katedra,Koordynator,Przedmiot,Typ
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Śliwka Mateusz,WmII - Wytrzymałość materiałów II,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Śliwka Mateusz,WmIII - Wytrzymałość materiałów III,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Dm - Drgania mechaniczne,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Dme - Drgania mechaniczne,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Esir - Elementy sterowania i robotyki,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Ipa - Identyfikacja procesów automatyki,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Jpr - Języki programowania robotów,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Nipr - Napędy i programowanie robotów,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Trąbka Arkadiusz,Tmim - Teoria maszyn i mechanizmów,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Urbaś Andrzej,Dma - Dynamika maszyn,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Urbaś Andrzej,Dr - Dynamika robotów,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Urbaś Andrzej,Mb2 - Mechanika budowli 2,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Urbaś Andrzej,Mkum - Modelowanie komputerowe układów mechatronicznych,wykład
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Urbaś Andrzej,Ztkwm - Zastosowanie technik komputerowych w mechanice,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Wróbel Ireneusz,Konsultacje (L) - Konsultacje (L),nieznany
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Wróbel Ireneusz,Lkwk - Laboratorium komputerowego wspomagania konstruowania,laboratorium
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Wróbel Ireneusz,PC - Podstawy CAD,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Wróbel Ireneusz,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K14 Podstaw Budowy Maszyn,Wróbel Ireneusz,SdII - Seminarium dyplomowe II,nieznany
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Brzozowski Michał,Bidp - Badania i diagnostyka pojazdów,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Cieślar Kacper,Bids - Badania i diagnostyka silników,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Cieślar Kacper,BiepI - Budowa i eksploatacja pojazdów I,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Cieślar Kacper,"Eitnm (10.5 godz.) - Eksploatacja i technologia napraw maszyn, 10,5 godz.",laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Cieślar Kacper,Eitnm - Eksploatacja i technologia napraw maszyn,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Cieślar Kacper,"Sm</strong> (Wtorek 15:45-18:30) - Statystyka medyczna, 3,5 h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Sm</strong> (Sobota 14:00-16:45) - Statystyka medyczna, 3,5h przez 10 zjazdów<br><strong>Sp - Systemy pomiarowe",nieznany
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Harlecki Andrzej,Ma - Mechanika analityczna,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Harlecki Andrzej,MtII - Mechanika techniczna II,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Harlecki Andrzej,Pdm - Podstawy dynamiki maszyn,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Harlecki Andrzej,PmII - Podstawy mechaniki II,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Harlecki Andrzej,Sesja poprawkowa 27.02 - Sesja poprawkowa 27.02,nieznany
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Harlecki Andrzej,Tsip - Teoria sprężystości i plastyczności,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,Bids - Badania i diagnostyka silników,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,"Eitnm (4,5 godz.) - Eksploatacja i technologia napraw maszyn, 4,5 godz.",wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,Eitnm - Eksploatacja i technologia napraw maszyn,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,Owi - Ochrona własności intelektualnych,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,Tp - Technologie proekologiczne,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,"Wzzowi - Wybrane zagadnienia z ochrony własności intelektualnych, zdalnie",wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Knefel Tomasz,Zios - Zasilanie i osprzęt silników,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Kubas Krzysztof,Mn - Metody numeryczne,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Kubas Krzysztof,MtII - Mechanika techniczna II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Kubas Krzysztof,PmII - Podstawy mechaniki II,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Kubas Krzysztof,Pp - Podstawy programowania,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Nowakowski Jacek,BiesI - Budowa i eksploatacja silników I,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Nowakowski Jacek,SdI - Seminarium dyplomowe I,nieznany
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Nowakowski Jacek,Sp - Systemy pomiarowe,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Parczewski Krzysztof,BiepI - Budowa i eksploatacja pojazdów I,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Parczewski Krzysztof,"Eitnm (4,5 godz.) - Eksploatacja i technologia napraw maszyn, 4,5 godz.",wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Parczewski Krzysztof,Eitnm - Eksploatacja i technologia napraw maszyn,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Parczewski Krzysztof,Pmwpm - Procesy montażu w przemyśle motoryzacyjnym,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Parczewski Krzysztof,Prwd - Podstawy rekonstrukcji wypadków drogowych,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Parczewski Krzysztof,Sp - Systemy pomiarowe,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Pietras Dariusz,Bids - Badania i diagnostyka silników,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Pietras Dariusz,Eirp - Ekologia i recykling pojazdów,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Pietras Dariusz,Zśie - Zarządzanie środowiskiem i ekologia,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Sikora Krzysztof,Pak - Podstawy architektury komputerów,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Sikora Krzysztof,"Sm</strong> (Wtorek 15:45-18:30) - Statystyka medyczna, 3,5 h przez 10 tyg., występowanie: (L) Stacjonarne<br><strong>Sm</strong> (Sobota 14:00-16:38) - Statystyka medyczna, 3,5h przez 10 zjazdów, występowanie: (L) NZ WNoZ_10zj<br><strong>Tt - Termodynamika techniczna",nieznany
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Sucheta Andrzej,TI - Termodynamika I,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Sucheta Andrzej,Tit - Termodynamika i termokinetyka,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Sucheta Andrzej,Tmie - Transport masy i energii,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Sucheta Andrzej,TtI - Termodynamika techniczna I,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Wnęk Henryk,Bidp - Badania i diagnostyka pojazdów,wykład
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Wnęk Henryk,Sp - Systemy pomiarowe,laboratorium
Wydział Budowy Maszyn i Informatyki,K15 Silników Spalinowych i Pojazdów,Wnęk Henryk,Whwbp - Wymagania homologacyjne w budowie pojazdów,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Błaszczak Paweł,Kpzsp - Komputerowe projektowanie zrobotyzowanych stanowisk pracy,projektowanie
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Błaszczak Paweł,KpzspI - Komputerowe projektowanie zrobotyzowanych stanowisk pracy I,projektowanie
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Błaszczak Paweł,Pr - Programowanie robotów,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Błaszczak Paweł,Roise - Rozpoznawanie obrazów i systemy ekspertowe,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Błaszczak Paweł,Rwwm - Roboty w wytwarzaniu maszyn,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Błaszczak Paweł,Swww - Systemy wizyjne w wytwarzaniu,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Hura Izabela,M - Metrologia,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Hura Izabela,Ou - Obróbka ubytkowa,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Hura Izabela,Pm(Mwg/Mt/Me) - Podstawy metrologii (Metrol. wielk. geom. / Metrol. tech. / Metrol.elek.),laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Jarco Aleksandra,Odl - Odlewnictwo,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Jarco Aleksandra,Oiop - Odlewnictwo i obróbka plastyczna,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Jarco Aleksandra,TwI - Techniki wytwarzania I,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Bijwpw - Bezpieczeństwo i jakość w procesach wytwórczych,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Odl - Odlewnictwo,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Oiop - Odlewnictwo i obróbka plastyczna,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Op - Obróbka plastyczna,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Ou - Obróbka ubytkowa,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,SdI - Seminarium dyplomowe I,nieznany
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,Ts - Technologie spajania,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Pezda Jacek,TwI - Techniki wytwarzania I,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Stryczek Roman,Pesp - Projektowanie elastycznych systemów produkcyjnych,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Stryczek Roman,Ppoim - Projektowanie procesów obróbki i montażu,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Wyrobek Kamil,Osn - Obrabiarki sterowane numerycznie,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Wyrobek Kamil,Pesp - Projektowanie elastycznych systemów produkcyjnych,projektowanie
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Wyrobek Kamil,Pg - Projektowanie generatywne,projektowanie
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Wyrobek Kamil,Posn - Programowanie obrabiarek sterowanych numerycznie,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Wyrobek Kamil,SC - Systemy CAM,laboratorium
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Zyzak Piotr,Nmw - Niekonwencjonalne metody wytwarzania,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Zyzak Piotr,Ppo - Projektowanie procesów obróbki,projektowanie
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Zyzak Piotr,Zp - Zarządzanie przedsiębiorstwem,wykład
Wydział Budowy Maszyn i Informatyki,K16 Technologii Maszyn i Automatyzacji,Zyzak Piotr,Zsw - Zintegrowane systemy wytwarzania,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Baron-Puda Maria,Kpitz - Kreatywność pracowników i twórcze zespoły,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Baron-Puda Maria,"Okppp - Ocena kompetencji pracowniczych - procesy produkcyjne, zdalnie",wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Baron-Puda Maria,"Pp</strong> (Czwartek 18:30-20:00) - Pedagogika pracy, występowanie: (L) S Parzyste<br><strong>Pp</strong> (Środa 16:00-18:15) - Praca przejściowa, występowanie: (L) Stacjonarne<br><strong>PspI - Projektowanie systemów pracy I",nieznany
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Baron-Puda Maria,Zsp - Zarządzanie systemami pracy,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Drobina Robert,Bie - BHP i ergonomia,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Drobina Robert,"Ebihp - Ergonomia, bezpieczeństwo i higiena pracy",wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Drobina Robert,"Zbp - Zarządzanie bezpieczeństwem pracy, zdalnie",wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Drobina Robert,Zś - Zarządzanie środowiskowe,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Dulina Luboslav,"Osp</strong> (Piątek 17:45-19:15) - Organizacja systemów produkcyjnych, występowanie: (L) Stacjonarne<br><strong>Osp</strong> (Poniedziałek 16:00-17:30) - Organizacja systemów produkcyjnych, zdalnie, występowanie: (L) Stacjonarne<br><strong>PE(pwja) - Production Engineering (przedmiot prowadzony w języku angielskim)",nieznany
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Golińska Ewa,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Golińska Ewa,ZjibI - Zarządzanie jakością i bezpieczeństwem I,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Golińska Ewa,ZjibIII - Zarządzanie jakością i bezpieczeństwem III,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Herma Sławomir,Gi(k)II - Grafika inżynierska (komputerowa) II,laboratorium
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Herma Sławomir,IikwpiI - Informatyka i komputerowe wspomaganie prac inżynierskich I,laboratorium
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Herma Sławomir,Swdizw - Systemy wspomagania decyzji i zarządzania wiedzą,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Herma Sławomir,Zajęcia z AutoCad-a dla uczniów liceum S. Herma 6.03-12.06 - Zajęcia z AutoCad-a dla uczniów liceum S. Herma 6.03-12.06,nieznany
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kaczmar-Kolny Ewa,FirI - Finanse i rachunkowość I,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kaczmar-Kolny Ewa,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kaczmar-Kolny Ewa,Pr - Podstawy rachunkowości,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kaczmar-Kolny Ewa,ZpiuII - Zarządzanie produkcją i usługami II,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kolny Damian,Gm - Gospodarka magazynowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kolny Damian,Mittm - Metody i techniki twórczego myślenia,laboratorium
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kolny Damian,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kolny Damian,Pzp - Projektowanie zakładów przemysłowych,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kolny Damian,Spotkanie Koła Naukowego VIP - Spotkanie Koła Naukowego VIP,nieznany
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kukla Sławomir,Gi(k)II - Grafika inżynierska (komputerowa) II,laboratorium
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kukla Sławomir,IikwpiIII - Informatyka i komputerowe wspomaganie prac inżynierskich III,laboratorium
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kukla Sławomir,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kukla Sławomir,Pp-ppp - Procesy produkcyjne - projektowanie procesów produkcji,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kuric Ivan,"<img id=""arrow_course_0"" src=""images/resize.png"" style=""position: absolute; top: 91px; left: 99px; display: block; border: 1px solid rgb(102, 102, 102);"">Trsp-Iopp, proj - Brak szczegółów",projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kuric Ivan,"<img id=""arrow_course_1"" src=""images/resize.png"" style=""position: absolute; top: 91px; left: 99px; display: block; border: 1px solid rgb(102, 102, 102);"">Trsp-Iopp, proj - Brak szczegółów",projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kutschenreiter-Praszkiewicz Izabela,Ksiaz - Komunikacja społeczna i aktywizacja zawodowa,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kutschenreiter-Praszkiewicz Izabela,M - Marketing,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Kutschenreiter-Praszkiewicz Izabela,Zs - Zarządzanie strategiczne,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Matuszek Józef,Rkdi - Rachunek kosztów dla inżynierów,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Matuszny Marcin,M - Marketing,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Matuszny Marcin,Pp - Praca przejściowa,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Mleczko Janusz,"Kwp</strong> (Środa 18:30-20:00) - Komputerowe wspomaganie produkcji, występowanie: (L) Stacjonarne<br><strong>Kwp</strong> (Wtorek 16:00-17:30) - Komputerowe wspomaganie produkcji, zdalnie, występowanie: (L) S Parzyste<br><strong>ZszI - Zintegrowane systemy zarządzania I",nieznany
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Moczała Aleksander,MoTaI - Management of Technology and Innovation,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Moczała Aleksander,Pp - Praca przejściowa,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Moczała Aleksander,Pp-ppp - Procesy produkcyjne - projektowanie procesów produkcji,ćwiczenia
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Moczała Aleksander,Psp - Projektowanie systemów produkcyjnych,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Moczała Aleksander,TrspII-pw - Tendencje rozwoju systemów produkcji II - procesy wytwarzania,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Moczała Aleksander,ZpiI - Zarządzanie projektami innowacyjnymi I,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Plinta Dariusz,PiswpI - Prognozowanie i symulacja w przedsiębiorstwie I,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Plinta Dariusz,"Pzp - Projektowanie zakładów przemysłowych, zdalnie",wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Plinta Dariusz,SdI - Seminarium dyplomowe I,nieznany
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Plinta Dariusz,ZpiuII - Zarządzanie produkcją i usługami II,wykład
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Radwan Katarzyna,Kpitz - Kreatywność pracowników i twórcze zespoły,projektowanie
Wydział Budowy Maszyn i Informatyki,K17 Inżynierii Produkcji,Radwan Katarzyna,Osp - Organizacja systemów produkcyjnych,laboratorium
